plate0-B2,plate0-F2,4
plate0-B2,plate0-G2,0
plate0-B2,plate0-H2,0
plate0-B2,plate1-B1,1
plate0-B2,plate1-F2,5
plate0-B2,plate2-B1,0
plate0-C2,plate0-D2,0
plate0-C2,plate0-E2,0
plate0-C2,plate0-F2,0
plate0-C2,plate0-G2,0
plate0-C2,plate0-H2,0
plate0-C2,plate1-B1,0
plate0-C2,plate1-F2,0
plate0-C2,plate2-B1,0
plate0-D2,plate0-E2,0
plate0-D2,plate0-F2,0
plate0-D2,plate0-G2,0
plate0-D2,plate0-H2,0
plate0-D2,plate1-B1,0
plate0-D2,plate1-F2,0
plate0-D2,plate2-B1,0
plate0-E2,plate0-F2,4
plate0-E2,plate0-G2,0
plate0-E2,plate0-H2,0
plate0-E2,plate1-B1,1
plate0-E2,plate1-F2,6
plate0-E2,plate2-B1,0
plate0-F2,plate0-G2,5
plate0-F2,plate0-H2,0
plate0-F2,plate1-B1,5
plate0-F2,plate1-F2,2
plate0-F2,plate2-B1,0
plate0-G2,plate0-H2,0
plate0-G2,plate1-B1,2
plate0-G2,plate1-F2,6
plate0-G2,plate2-B1,0
plate0-H2,plate1-B1,0
plate0-H2,plate1-F2,0
plate0-H2,plate2-B1,0
plate1-B1,plate1-F2,5
plate1-B1,plate2-B1,0
plate1-F2,plate2-B1,0
plate1-A11,plate1-B4,10
plate1-A11,plate1-B7,0
plate1-A11,plate1-C10,0
plate1-A11,plate1-D6,0
plate1-A11,plate1-E9,0
plate1-A11,plate1-F5,9
plate1-A11,plate1-G8,0
plate1-A11,plate1-H4,6
plate1-A11,plate1-H7,179
plate1-B4,plate1-B7,0
plate1-B4,plate1-C10,0
plate1-B4,plate1-D6,0
plate1-B4,plate1-E9,0
plate1-B4,plate1-F5,8
plate1-B4,plate1-G8,0
plate1-B4,plate1-H4,15
plate1-B4,plate1-H7,42353
plate1-B7,plate1-C10,0
plate1-B7,plate1-D6,0
plate1-B7,plate1-E9,0
plate1-B7,plate1-F5,0
plate1-B7,plate1-G8,0
plate1-B7,plate1-H4,0
plate1-B7,plate1-H7,0
plate1-C10,plate1-D6,0
plate1-C10,plate1-E9,0
plate1-C10,plate1-F5,0
plate1-C10,plate1-G8,0
plate1-C10,plate1-H4,0
plate1-C10,plate1-H7,0
plate1-D6,plate1-E9,0
plate1-D6,plate1-F5,0
plate1-D6,plate1-G8,0
plate1-D6,plate1-H4,0
plate1-D6,plate1-H7,0
plate1-E9,plate1-F5,0
plate1-E9,plate1-G8,0
plate1-E9,plate1-H4,0
plate1-E9,plate1-H7,0
plate1-F5,plate1-G8,0
plate1-F5,plate1-H4,20
plate1-F5,plate1-H7,42350
plate1-G8,plate1-H4,0
plate1-G8,plate1-H7,479
plate1-H4,plate1-H7,42349
plate0-A3,plate0-B3,0
plate0-A3,plate0-C3,0
plate0-A3,plate0-D3,0
plate0-A3,plate0-E3,0
plate0-A3,plate0-F3,0
plate0-A3,plate0-G3,0
plate0-A3,plate0-H3,0
plate0-A3,plate1-C1,0
plate0-A3,plate1-G2,0
plate0-A3,plate2-C1,0
plate0-B3,plate0-C3,2
plate0-B3,plate0-D3,0
plate0-B3,plate0-E3,0
plate0-B3,plate0-F3,2
plate0-B3,plate0-G3,0
plate0-B3,plate0-H3,8
plate0-B3,plate1-C1,3
plate0-B3,plate1-G2,6
plate0-B3,plate2-C1,0
plate0-C3,plate0-D3,2
plate0-C3,plate0-E3,2
plate0-C3,plate0-F3,0
plate0-C3,plate0-G3,2
plate0-C3,plate0-H3,0
plate0-C3,plate1-C1,2
plate0-C3,plate1-G2,0
plate0-C3,plate2-C1,0
plate0-D3,plate0-E3,0
plate0-D3,plate0-F3,2
plate0-D3,plate0-G3,0
plate0-D3,plate0-H3,8
plate0-D3,plate1-C1,3
plate0-D3,plate1-G2,6
plate0-D3,plate2-C1,0
plate0-E3,plate0-F3,2
plate0-E3,plate0-G3,0
plate0-E3,plate0-H3,9
plate0-E3,plate1-C1,8
plate0-E3,plate1-G2,6
plate0-E3,plate2-C1,0
plate0-F3,plate0-G3,2
plate0-F3,plate0-H3,6
plate0-F3,plate1-C1,5
plate0-F3,plate1-G2,4
plate0-F3,plate2-C1,0
plate0-G3,plate0-H3,8
plate0-G3,plate1-C1,3
plate0-G3,plate1-G2,6
plate0-G3,plate2-C1,0
plate0-H3,plate1-C1,12
plate0-H3,plate1-G2,8
plate0-H3,plate2-C1,0
plate1-C1,plate1-G2,4
plate1-C1,plate2-C1,0
plate1-G2,plate2-C1,0
plate0-A4,plate0-B4,0
plate0-A4,plate0-C4,0
plate0-A4,plate0-D4,0
plate0-A4,plate0-E4,0
plate0-A4,plate0-F4,2
plate0-A4,plate0-G4,0
plate0-A4,plate0-H4,9
plate0-A4,plate1-D1,3
plate0-A4,plate1-H2,6
plate0-A4,plate2-D1,0
plate0-B4,plate0-C4,0
plate0-B4,plate0-D4,1
plate0-B4,plate0-E4,0
plate0-B4,plate0-F4,3
plate0-B4,plate0-G4,0
plate0-B4,plate0-H4,10
plate0-B4,plate1-D1,3
plate0-B4,plate1-H2,6
plate0-B4,plate2-D1,0
plate0-C4,plate0-D4,0
plate0-C4,plate0-E4,0
plate0-C4,plate0-F4,0
plate0-C4,plate0-G4,0
plate0-C4,plate0-H4,0
plate0-C4,plate1-D1,0
plate0-C4,plate1-H2,0
plate0-C4,plate2-D1,0
plate0-D4,plate0-E4,0
plate0-D4,plate0-F4,2
plate0-D4,plate0-G4,1
plate0-D4,plate0-H4,9
plate0-D4,plate1-D1,4
plate0-D4,plate1-H2,7
plate0-D4,plate2-D1,0
plate0-E4,plate0-F4,2
plate0-E4,plate0-G4,0
plate0-E4,plate0-H4,9
plate0-E4,plate1-D1,3
plate0-E4,plate1-H2,6
plate0-E4,plate2-D1,0
plate0-F4,plate0-G4,3
plate0-F4,plate0-H4,7
plate0-F4,plate1-D1,6
plate0-F4,plate1-H2,5
plate0-F4,plate2-D1,0
plate0-G4,plate0-H4,10
plate0-G4,plate1-D1,3
plate0-G4,plate1-H2,6
plate0-G4,plate2-D1,0
plate0-H4,plate1-D1,13
plate0-H4,plate1-H2,10
plate0-H4,plate2-D1,0
plate1-D1,plate1-H2,3
plate1-D1,plate2-D1,0
plate1-H2,plate2-D1,0
plate0-A5,plate0-B5,2
plate0-A5,plate0-C5,0
plate0-A5,plate0-D5,0
plate0-A5,plate0-E5,0
plate0-A5,plate0-F5,3
plate0-A5,plate0-G5,0
plate0-A5,plate0-H5,4
plate0-A5,plate1-A3,2
plate0-A5,plate1-E1,3
plate0-A5,plate2-E1,0
plate0-B5,plate0-C5,0
plate0-B5,plate0-D5,0
plate0-B5,plate0-E5,2
plate0-B5,plate0-F5,5
plate0-B5,plate0-G5,3
plate0-B5,plate0-H5,6
plate0-B5,plate1-A3,4
plate0-B5,plate1-E1,1
plate0-B5,plate2-E1,0
plate0-C5,plate0-D5,0
plate0-C5,plate0-E5,0
plate0-C5,plate0-F5,0
plate0-C5,plate0-G5,0
plate0-C5,plate0-H5,0
plate0-C5,plate1-A3,0
plate0-C5,plate1-E1,0
plate0-C5,plate2-E1,0
plate0-D5,plate0-E5,0
plate0-D5,plate0-F5,0
plate0-D5,plate0-G5,0
plate0-D5,plate0-H5,0
plate0-D5,plate1-A3,0
plate0-D5,plate1-E1,0
plate0-D5,plate2-E1,0
plate0-E5,plate0-F5,2
plate0-E5,plate0-G5,0
plate0-E5,plate0-H5,2
plate0-E5,plate1-A3,2
plate0-E5,plate1-E1,2
plate0-E5,plate2-E1,0
plate0-F5,plate0-G5,4
plate0-F5,plate0-H5,4
plate0-F5,plate1-A3,1
plate0-F5,plate1-E1,6
plate0-F5,plate2-E1,0
plate0-G5,plate0-H5,5
plate0-G5,plate1-A3,3
plate0-G5,plate1-E1,4
plate0-G5,plate2-E1,0
plate0-H5,plate1-A3,2
plate0-H5,plate1-E1,8
plate0-H5,plate2-E1,0
plate1-A3,plate1-E1,4
plate1-A3,plate2-E1,0
plate1-E1,plate2-E1,0
plate0-A6,plate0-B6,3
plate0-A6,plate0-C6,24
plate0-A6,plate0-D6,2
plate0-A6,plate0-E6,4
plate0-A6,plate0-F6,2
plate0-A6,plate0-G6,3
plate0-A6,plate0-H6,5
plate0-A6,plate1-B3,8
plate0-A6,plate2-F1,0
plate0-B6,plate0-C6,26
plate0-B6,plate0-D6,0
plate0-B6,plate0-E6,2
plate0-B6,plate0-F6,4
plate0-B6,plate0-G6,2
plate0-B6,plate0-H6,6
plate0-B6,plate1-B3,8
plate0-B6,plate2-F1,0
plate0-C6,plate0-D6,26
plate0-C6,plate0-E6,26
plate0-C6,plate0-F6,22
plate0-C6,plate0-G6,24
plate0-C6,plate0-H6,22
plate0-C6,plate1-B3,23
plate0-C6,plate2-F1,0
plate0-D6,plate0-E6,0
plate0-D6,plate0-F6,4
plate0-D6,plate0-G6,2
plate0-D6,plate0-H6,6
plate0-D6,plate1-B3,8
plate0-D6,plate2-F1,0
plate0-E6,plate0-F6,6
plate0-E6,plate0-G6,4
plate0-E6,plate0-H6,8
plate0-E6,plate1-B3,10
plate0-E6,plate2-F1,0
plate0-F6,plate0-G6,2
plate0-F6,plate0-H6,2
plate0-F6,plate1-B3,6
plate0-F6,plate2-F1,0
plate0-G6,plate0-H6,4
plate0-G6,plate1-B3,6
plate0-G6,plate2-F1,0
plate0-H6,plate1-B3,8
plate0-H6,plate2-F1,0
plate1-B3,plate2-F1,0
plate3-A12,plate3-B12,1
plate3-A12,plate3-C12,18
plate3-A12,plate3-D12,99
plate3-A12,plate3-E12,3
plate3-A12,plate3-F12,0
plate3-A12,plate3-G12,0
plate3-B12,plate3-C12,18
plate3-B12,plate3-D12,99
plate3-B12,plate3-E12,3
plate3-B12,plate3-F12,0
plate3-B12,plate3-G12,0
plate3-C12,plate3-D12,3
plate3-C12,plate3-E12,0
plate3-C12,plate3-F12,0
plate3-C12,plate3-G12,18
plate3-D12,plate3-E12,0
plate3-D12,plate3-F12,0
plate3-D12,plate3-G12,99
plate3-E12,plate3-F12,0
plate3-E12,plate3-G12,3
plate3-F12,plate3-G12,0
plate0-A7,plate0-B7,0
plate0-A7,plate0-C7,0
plate0-A7,plate0-D7,0
plate0-A7,plate0-E7,0
plate0-A7,plate0-F7,0
plate0-A7,plate0-G7,10
plate0-A7,plate0-H7,6
plate0-A7,plate1-C3,5
plate0-A7,plate1-G1,10
plate0-A7,plate2-G1,0
plate0-B7,plate0-C7,0
plate0-B7,plate0-D7,0
plate0-B7,plate0-E7,0
plate0-B7,plate0-F7,0
plate0-B7,plate0-G7,0
plate0-B7,plate0-H7,0
plate0-B7,plate1-C3,0
plate0-B7,plate1-G1,0
plate0-B7,plate2-G1,0
plate0-C7,plate0-D7,0
plate0-C7,plate0-E7,0
plate0-C7,plate0-F7,0
plate0-C7,plate0-G7,0
plate0-C7,plate0-H7,0
plate0-C7,plate1-C3,0
plate0-C7,plate1-G1,0
plate0-C7,plate2-G1,0
plate0-D7,plate0-E7,0
plate0-D7,plate0-F7,0
plate0-D7,plate0-G7,0
plate0-D7,plate0-H7,0
plate0-D7,plate1-C3,0
plate0-D7,plate1-G1,0
plate0-D7,plate2-G1,0
plate0-E7,plate0-F7,0
plate0-E7,plate0-G7,0
plate0-E7,plate0-H7,0
plate0-E7,plate1-C3,0
plate0-E7,plate1-G1,0
plate0-E7,plate2-G1,0
plate0-F7,plate0-G7,0
plate0-F7,plate0-H7,0
plate0-F7,plate1-C3,0
plate0-F7,plate1-G1,0
plate0-F7,plate2-G1,0
plate0-G7,plate0-H7,7
plate0-G7,plate1-C3,19
plate0-G7,plate1-G1,8
plate0-G7,plate2-G1,0
plate0-H7,plate1-C3,12
plate0-H7,plate1-G1,15
plate0-H7,plate2-G1,0
plate1-C3,plate1-G1,12
plate1-C3,plate2-G1,0
plate1-G1,plate2-G1,0
plate0-A8,plate0-B8,2
plate0-A8,plate0-C8,0
plate0-A8,plate0-D8,0
plate0-A8,plate0-E8,2
plate0-A8,plate0-F8,3
plate0-A8,plate0-G8,0
plate0-A8,plate0-H8,0
plate0-A8,plate1-D3,0
plate0-A8,plate1-H1,0
plate0-A8,plate2-H1,0
plate0-B8,plate0-C8,0
plate0-B8,plate0-D8,0
plate0-B8,plate0-E8,0
plate0-B8,plate0-F8,5
plate0-B8,plate0-G8,2
plate0-B8,plate0-H8,2
plate0-B8,plate1-D3,0
plate0-B8,plate1-H1,0
plate0-B8,plate2-H1,0
plate0-C8,plate0-D8,0
plate0-C8,plate0-E8,0
plate0-C8,plate0-F8,0
plate0-C8,plate0-G8,0
plate0-C8,plate0-H8,0
plate0-C8,plate1-D3,0
plate0-C8,plate1-H1,0
plate0-C8,plate2-H1,0
plate0-D8,plate0-E8,0
plate0-D8,plate0-F8,0
plate0-D8,plate0-G8,0
plate0-D8,plate0-H8,0
plate0-D8,plate1-D3,0
plate0-D8,plate1-H1,0
plate0-D8,plate2-H1,0
plate0-E8,plate0-F8,5
plate0-E8,plate0-G8,2
plate0-E8,plate0-H8,2
plate0-E8,plate1-D3,0
plate0-E8,plate1-H1,0
plate0-E8,plate2-H1,0
plate0-F8,plate0-G8,3
plate0-F8,plate0-H8,3
plate0-F8,plate1-D3,0
plate0-F8,plate1-H1,0
plate0-F8,plate2-H1,0
plate0-G8,plate0-H8,0
plate0-G8,plate1-D3,0
plate0-G8,plate1-H1,0
plate0-G8,plate2-H1,0
plate0-H8,plate1-D3,0
plate0-H8,plate1-H1,0
plate0-H8,plate2-H1,0
plate1-D3,plate1-H1,0
plate1-D3,plate2-H1,0
plate1-H1,plate2-H1,0
plate0-A9,plate0-B9,2
plate0-A9,plate0-C9,0
plate0-A9,plate0-D9,0
plate0-A9,plate0-E9,9
plate0-A9,plate0-F9,2
plate0-A9,plate0-G9,0
plate0-A9,plate0-H9,8
plate0-A9,plate1-A2,7
plate0-A9,plate1-E3,8
plate0-A9,plate2-A2,0
plate0-B9,plate0-C9,0
plate0-B9,plate0-D9,0
plate0-B9,plate0-E9,7
plate0-B9,plate0-F9,4
plate0-B9,plate0-G9,2
plate0-B9,plate0-H9,10
plate0-B9,plate1-A2,6
plate0-B9,plate1-E3,10
plate0-B9,plate2-A2,0
plate0-C9,plate0-D9,0
plate0-C9,plate0-E9,0
plate0-C9,plate0-F9,0
plate0-C9,plate0-G9,0
plate0-C9,plate0-H9,0
plate0-C9,plate1-A2,0
plate0-C9,plate1-E3,0
plate0-C9,plate2-A2,0
plate0-D9,plate0-E9,4
plate0-D9,plate0-F9,0
plate0-D9,plate0-G9,0
plate0-D9,plate0-H9,2
plate0-D9,plate1-A2,4
plate0-D9,plate1-E3,5
plate0-D9,plate2-A2,0
plate0-E9,plate0-F9,11
plate0-E9,plate0-G9,9
plate0-E9,plate0-H9,13
plate0-E9,plate1-A2,11
plate0-E9,plate1-E3,16
plate0-E9,plate2-A2,0
plate0-F9,plate0-G9,2
plate0-F9,plate0-H9,6
plate0-F9,plate1-A2,9
plate0-F9,plate1-E3,6
plate0-F9,plate2-A2,0
plate0-G9,plate0-H9,8
plate0-G9,plate1-A2,7
plate0-G9,plate1-E3,8
plate0-G9,plate2-A2,0
plate0-H9,plate1-A2,15
plate0-H9,plate1-E3,10
plate0-H9,plate2-A2,0
plate1-A2,plate1-E3,6
plate1-A2,plate2-A2,0
plate1-E3,plate2-A2,0
plate0-A10,plate0-B10,2
plate0-A10,plate0-C10,0
plate0-A10,plate0-E10,2
plate0-A10,plate0-F10,0
plate0-A10,plate0-G10,2
plate0-A10,plate0-H10,8
plate0-A10,plate1-B2,4
plate0-A10,plate1-F3,4
plate0-A10,plate2-B2,20
plate0-B10,plate0-C10,0
plate0-B10,plate0-E10,0
plate0-B10,plate0-F10,0
plate0-B10,plate0-G10,2
plate0-B10,plate0-H10,10
plate0-B10,plate1-B2,2
plate0-B10,plate1-F3,7
plate0-B10,plate2-B2,23
plate0-C10,plate0-E10,0
plate0-C10,plate0-F10,0
plate0-C10,plate0-G10,0
plate0-C10,plate0-H10,0
plate0-C10,plate1-B2,0
plate0-C10,plate1-F3,0
plate0-C10,plate2-B2,0
plate0-E10,plate0-F10,0
plate0-E10,plate0-G10,2
plate0-E10,plate0-H10,10
plate0-E10,plate1-B2,2
plate0-E10,plate1-F3,6
plate0-E10,plate2-B2,23
plate0-F10,plate0-G10,0
plate0-F10,plate0-H10,0
plate0-F10,plate1-B2,0
plate0-F10,plate1-F3,0
plate0-F10,plate2-B2,0
plate0-G10,plate0-H10,8
plate0-G10,plate1-B2,2
plate0-G10,plate1-F3,4
plate0-G10,plate2-B2,22
plate0-H10,plate1-B2,10
plate0-H10,plate1-F3,7
plate0-H10,plate2-B2,14
plate1-B2,plate1-F3,5
plate1-B2,plate2-B2,24
plate1-F3,plate2-B2,20
plate0-A11,plate0-B11,2
plate0-A11,plate0-C11,0
plate0-A11,plate0-D11,2
plate0-A11,plate0-E11,2
plate0-A11,plate0-F11,1
plate0-A11,plate0-G11,2
plate0-A11,plate0-H11,3
plate0-A11,plate1-C2,5
plate0-A11,plate1-G3,6
plate0-A11,plate2-C2,2
plate0-B11,plate0-C11,2
plate0-B11,plate0-D11,0
plate0-B11,plate0-E11,0
plate0-B11,plate0-F11,3
plate0-B11,plate0-G11,4
plate0-B11,plate0-H11,5
plate0-B11,plate1-C2,3
plate0-B11,plate1-G3,8
plate0-B11,plate2-C2,0
plate0-C11,plate0-D11,2
plate0-C11,plate0-E11,2
plate0-C11,plate0-F11,0
plate0-C11,plate0-G11,0
plate0-C11,plate0-H11,0
plate0-C11,plate1-C2,2
plate0-C11,plate1-G3,0
plate0-C11,plate2-C2,2
plate0-D11,plate0-E11,0
plate0-D11,plate0-F11,3
plate0-D11,plate0-G11,4
plate0-D11,plate0-H11,5
plate0-D11,plate1-C2,3
plate0-D11,plate1-G3,8
plate0-D11,plate2-C2,0
plate0-E11,plate0-F11,3
plate0-E11,plate0-G11,4
plate0-E11,plate0-H11,5
plate0-E11,plate1-C2,3
plate0-E11,plate1-G3,8
plate0-E11,plate2-C2,0
plate0-F11,plate0-G11,1
plate0-F11,plate0-H11,2
plate0-F11,plate1-C2,6
plate0-F11,plate1-G3,5
plate0-F11,plate2-C2,3
plate0-G11,plate0-H11,1
plate0-G11,plate1-C2,7
plate0-G11,plate1-G3,4
plate0-G11,plate2-C2,4
plate0-H11,plate1-C2,8
plate0-H11,plate1-G3,5
plate0-H11,plate2-C2,5
plate1-C2,plate1-G3,4
plate1-C2,plate2-C2,3
plate1-G3,plate2-C2,8
plate3-A10,plate3-A11,140
plate3-A10,plate3-A7,144
plate3-A10,plate3-A8,22
plate3-A10,plate3-A9,146
plate3-A10,plate3-E10,0
plate3-A10,plate3-E11,147
plate3-A10,plate3-E7,138
plate3-A10,plate3-E9,145
plate3-A11,plate3-A7,6
plate3-A11,plate3-A8,6
plate3-A11,plate3-A9,7
plate3-A11,plate3-E10,0
plate3-A11,plate3-E11,18
plate3-A11,plate3-E7,5
plate3-A11,plate3-E9,7
plate3-A7,plate3-A8,11
plate3-A7,plate3-A9,4
plate3-A7,plate3-E10,0
plate3-A7,plate3-E11,23
plate3-A7,plate3-E7,10
plate3-A7,plate3-E9,2
plate3-A8,plate3-A9,13
plate3-A8,plate3-E10,0
plate3-A8,plate3-E11,12
plate3-A8,plate3-E7,5
plate3-A8,plate3-E9,13
plate3-A9,plate3-E10,0
plate3-A9,plate3-E11,21
plate3-A9,plate3-E7,12
plate3-A9,plate3-E9,0
plate3-E10,plate3-E11,0
plate3-E10,plate3-E7,0
plate3-E10,plate3-E9,0
plate3-E11,plate3-E7,13
plate3-E11,plate3-E9,21
plate3-E7,plate3-E9,12
plate1-A5,plate1-A8,5870
plate1-A5,plate1-B11,0
plate1-A5,plate1-C4,7
plate1-A5,plate1-C7,0
plate1-A5,plate1-D10,0
plate1-A5,plate1-E6,0
plate1-A5,plate1-F9,0
plate1-A5,plate1-G5,0
plate1-A5,plate1-H8,6
plate1-A8,plate1-B11,5
plate1-A8,plate1-C4,5870
plate1-A8,plate1-C7,0
plate1-A8,plate1-D10,1472
plate1-A8,plate1-E6,0
plate1-A8,plate1-F9,0
plate1-A8,plate1-G5,38
plate1-A8,plate1-H8,5859
plate1-B11,plate1-C4,0
plate1-B11,plate1-C7,0
plate1-B11,plate1-D10,0
plate1-B11,plate1-E6,0
plate1-B11,plate1-F9,0
plate1-B11,plate1-G5,0
plate1-B11,plate1-H8,0
plate1-C4,plate1-C7,0
plate1-C4,plate1-D10,0
plate1-C4,plate1-E6,0
plate1-C4,plate1-F9,0
plate1-C4,plate1-G5,0
plate1-C4,plate1-H8,3
plate1-C7,plate1-D10,0
plate1-C7,plate1-E6,0
plate1-C7,plate1-F9,0
plate1-C7,plate1-G5,0
plate1-C7,plate1-H8,0
plate1-D10,plate1-E6,0
plate1-D10,plate1-F9,0
plate1-D10,plate1-G5,0
plate1-D10,plate1-H8,0
plate1-E6,plate1-F9,0
plate1-E6,plate1-G5,0
plate1-E6,plate1-H8,0
plate1-F9,plate1-G5,0
plate1-F9,plate1-H8,0
plate1-G5,plate1-H8,0
plate1-B12,plate1-C12,1
plate1-B12,plate1-D12,0
plate1-B12,plate1-E12,8
plate1-B12,plate1-F12,0
plate1-B12,plate1-G12,0
plate1-B12,plate1-H12,12
plate1-B12,plate2-E2,0
plate1-B12,plate2-F2,0
plate1-B12,plate2-G2,4
plate1-C12,plate1-D12,0
plate1-C12,plate1-E12,12
plate1-C12,plate1-F12,0
plate1-C12,plate1-G12,0
plate1-C12,plate1-H12,15
plate1-C12,plate2-E2,0
plate1-C12,plate2-F2,0
plate1-C12,plate2-G2,4
plate1-D12,plate1-E12,0
plate1-D12,plate1-F12,0
plate1-D12,plate1-G12,0
plate1-D12,plate1-H12,0
plate1-D12,plate2-E2,0
plate1-D12,plate2-F2,0
plate1-D12,plate2-G2,0
plate1-E12,plate1-F12,0
plate1-E12,plate1-G12,0
plate1-E12,plate1-H12,5
plate1-E12,plate2-E2,0
plate1-E12,plate2-F2,0
plate1-E12,plate2-G2,4
plate1-F12,plate1-G12,0
plate1-F12,plate1-H12,0
plate1-F12,plate2-E2,0
plate1-F12,plate2-F2,0
plate1-F12,plate2-G2,0
plate1-G12,plate1-H12,0
plate1-G12,plate2-E2,0
plate1-G12,plate2-F2,0
plate1-G12,plate2-G2,0
plate1-H12,plate2-E2,0
plate1-H12,plate2-F2,0
plate1-H12,plate2-G2,2
plate2-E2,plate2-F2,0
plate2-E2,plate2-G2,0
plate2-F2,plate2-G2,0
plate0-A12,plate0-C12,0
plate0-A12,plate0-E12,2
plate0-A12,plate0-F12,0
plate0-A12,plate0-G12,0
plate0-A12,plate1-A12,1
plate0-A12,plate1-D2,2
plate0-A12,plate1-G11,0
plate0-A12,plate1-H11,2
plate0-A12,plate1-H3,3
plate0-A12,plate2-D2,0
plate0-C12,plate0-E12,0
plate0-C12,plate0-F12,0
plate0-C12,plate0-G12,0
plate0-C12,plate1-A12,0
plate0-C12,plate1-D2,0
plate0-C12,plate1-G11,0
plate0-C12,plate1-H11,0
plate0-C12,plate1-H3,0
plate0-C12,plate2-D2,0
plate0-E12,plate0-F12,2
plate0-E12,plate0-G12,2
plate0-E12,plate1-A12,2
plate0-E12,plate1-D2,0
plate0-E12,plate1-G11,0
plate0-E12,plate1-H11,0
plate0-E12,plate1-H3,4
plate0-E12,plate2-D2,0
plate0-F12,plate0-G12,0
plate0-F12,plate1-A12,1
plate0-F12,plate1-D2,2
plate0-F12,plate1-G11,0
plate0-F12,plate1-H11,2
plate0-F12,plate1-H3,5
plate0-F12,plate2-D2,0
plate0-G12,plate1-A12,1
plate0-G12,plate1-D2,3
plate0-G12,plate1-G11,0
plate0-G12,plate1-H11,3
plate0-G12,plate1-H3,8
plate0-G12,plate2-D2,0
plate1-A12,plate1-D2,2
plate1-A12,plate1-G11,0
plate1-A12,plate1-H11,2
plate1-A12,plate1-H3,7
plate1-A12,plate2-D2,0
plate1-D2,plate1-G11,0
plate1-D2,plate1-H11,0
plate1-D2,plate1-H3,9
plate1-D2,plate2-D2,0
plate1-G11,plate1-H11,0
plate1-G11,plate1-H3,0
plate1-G11,plate2-D2,0
plate1-H11,plate1-H3,7
plate1-H11,plate2-D2,0
plate1-H3,plate2-D2,0
plate1-A9,plate1-B5,1
plate1-A9,plate1-B8,0
plate1-A9,plate1-D4,1
plate1-A9,plate1-E10,0
plate1-A9,plate1-F6,1
plate1-A9,plate1-G9,0
plate1-A9,plate1-H5,3
plate1-B5,plate1-B8,0
plate1-B5,plate1-D4,2
plate1-B5,plate1-E10,2
plate1-B5,plate1-F6,4
plate1-B5,plate1-G9,0
plate1-B5,plate1-H5,5
plate1-B8,plate1-D4,0
plate1-B8,plate1-E10,0
plate1-B8,plate1-F6,0
plate1-B8,plate1-G9,0
plate1-B8,plate1-H5,0
plate1-D4,plate1-E10,1
plate1-D4,plate1-F6,3
plate1-D4,plate1-G9,0
plate1-D4,plate1-H5,7
plate1-E10,plate1-F6,1
plate1-E10,plate1-G9,0
plate1-E10,plate1-H5,4
plate1-F6,plate1-G9,0
plate1-F6,plate1-H5,3
plate1-G9,plate1-H5,0
plate3-B11,plate3-B7,0
plate3-B11,plate3-B8,0
plate3-B11,plate3-B9,5
plate3-B11,plate3-F10,1
plate3-B11,plate3-F11,5
plate3-B11,plate3-F7,0
plate3-B11,plate3-F9,5
plate3-B7,plate3-B8,0
plate3-B7,plate3-B9,0
plate3-B7,plate3-F10,0
plate3-B7,plate3-F11,0
plate3-B7,plate3-F7,0
plate3-B7,plate3-F9,0
plate3-B8,plate3-B9,0
